,°»½Å¿ä±¸±Ç»ç¿ë,°ÇÃà³âµµ,°è¾à±¸ºÐ,°è¾à±â°£,³â,¹ýÁ¤µ¿,º¸Áõ±Ý¾×,¾ÆÆÄÆ®,¿ù,¿ù¼¼±Ý¾×,ÀÏ,Àü¿ë¸éÀû,Á¾Àü°è¾àº¸Áõ±Ý,Á¾Àü°è¾à¿ù¼¼,Áö¹ø,Áö¿ªÄÚµå,Ãþ
5,,2017,,,2019,ÀåÈïÀ¾ °Ç»ê¸®,"10,500",¹Ì¸£Ã¤¾ÆÆÄÆ®,8,0,23,59.9821,,,813,46800,2
6,,2017,,,2019,ÀåÈïÀ¾ ¿øµµ¸®,"12,000",Áß¿ìÇÏ³ª¸°,8,0,12,84.5698,,,278,46800,3
7,,2018,,,2019,ÀåÈïÀ¾ ¿øµµ¸®,"12,000",ÀåÈïÄÚ¾Æ·çÇØÇÇÆ®¸®,8,0,19,61.92,,,329,46800,6
8,,2018,,,2019,ÀåÈïÀ¾ ¿øµµ¸®,"11,000",ÀåÈïÄÚ¾Æ·çÇØÇÇÆ®¸®,8,0,23,61.92,,,329,46800,2
9,,2018,,,2019,ÀåÈïÀ¾ ¿øµµ¸®,"11,000",ÀåÈïÄÚ¾Æ·çÇØÇÇÆ®¸®,8,0,28,61.92,,,329,46800,3
10,,2018,,,2019,ÀåÈïÀ¾ ¿øµµ¸®,"11,000",ÀåÈïÄÚ¾Æ·çÇØÇÇÆ®¸®,8,0,30,61.92,,,329,46800,2
0,,2014,,,2019,ÀåÈïÀ¾ °Ç»ê¸®,"14,000",Á¤ÇÏ¸®¹öÇÏÀÓ,9,0,6,84.6083,,,811,46800,6
1,,2017,,,2019,ÀåÈïÀ¾ °Ç»ê¸®,"3,000",¹Ì¸£Ã¤¾ÆÆÄÆ®,9,35,23,59.9821,,,813,46800,6
2,,2004,,,2019,ÀåÈïÀ¾ °Ç»ê¸®,200,¿ìÁÖºô,9,33,24,23.52,,,69,46800,4
3,,2018,,,2019,ÀåÈïÀ¾ ¿øµµ¸®,"11,000",ÀåÈïÄÚ¾Æ·çÇØÇÇÆ®¸®,9,0,3,61.92,,,329,46800,2
4,,2018,,,2019,ÀåÈïÀ¾ ¿øµµ¸®,"12,000",ÀåÈïÄÚ¾Æ·çÇØÇÇÆ®¸®,9,0,9,61.92,,,329,46800,7
5,,2018,,,2019,ÀåÈïÀ¾ ¿øµµ¸®,"12,000",ÀåÈïÄÚ¾Æ·çÇØÇÇÆ®¸®,9,0,9,61.92,,,329,46800,7
6,,2017,,,2019,ÀåÈïÀ¾ ¿øµµ¸®,"12,000",Áß¿ìÇÏ³ª¸°,9,0,17,84.5698,,,278,46800,4
7,,2018,,,2019,ÀåÈïÀ¾ ¿øµµ¸®,"12,000",ÀåÈïÄÚ¾Æ·çÇØÇÇÆ®¸®,9,0,21,61.92,,,329,46800,6
8,,2018,,,2019,ÀåÈïÀ¾ ¿øµµ¸®,"16,000",ÀåÈïÄÚ¾Æ·çÇØÇÇÆ®¸®,9,0,27,82.95,,,329,46800,1
9,,2017,,,2019,ÀåÈïÀ¾ ¿øµµ¸®,"12,000",Áß¿ìÇÏ³ª¸°,9,0,27,83.4881,,,278,46800,4
0,,1990,,,2019,ÀåÈïÀ¾ °Ç»ê¸®,500,±×¸°ºô¶ó,10,40,10,75.42,,,451-7,46800,3
0,,2012,,,2019,ÀåÈïÀ¾ °Ç»ê¸®,"1,658",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,11,14,7,46.25,,,810,46800,12
1,,2017,,,2019,ÀåÈïÀ¾ °Ç»ê¸®,"10,900",¹Ì¸£Ã¤¾ÆÆÄÆ®,11,0,14,59.9821,,,813,46800,4
2,,2017,,,2019,ÀåÈïÀ¾ °Ç»ê¸®,"14,000",Áß¾Ó°¶·¯¸®¾ÆÆÄÆ®,11,0,18,68.8181,,,812,46800,2
3,,2018,,,2019,ÀåÈïÀ¾ ¿øµµ¸®,"23,000",ÀåÈïÄÚ¾Æ·çÇØÇÇÆ®¸®,11,0,23,118.64,,,329,46800,1
4,,2018,,,2019,ÀåÈïÀ¾ ¿øµµ¸®,"12,000",ÀåÈïÄÚ¾Æ·çÇØÇÇÆ®¸®,11,0,26,61.92,,,329,46800,5
5,,2018,,,2019,ÀåÈïÀ¾ ¿øµµ¸®,"19,000",ÀåÈïÄÚ¾Æ·çÇØÇÇÆ®¸®,11,0,27,118.64,,,329,46800,7
0,,1994,,,2019,ÀåÈïÀ¾ °Ç»ê¸®,"3,500",¹Ì·¡2,12,0,9,59.23,,,685-4,46800,6
1,,2017,,,2019,ÀåÈïÀ¾ °Ç»ê¸®,"10,900",¹Ì¸£Ã¤¾ÆÆÄÆ®,12,0,9,59.9821,,,813,46800,5
2,,2012,,,2019,ÀåÈïÀ¾ °Ç»ê¸®,"1,066",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,12,8,18,36.57,,,810,46800,10
3,,2014,,,2019,ÀåÈïÀ¾ °Ç»ê¸®,"16,000",Á¤ÇÏ¸®¹öÇÏÀÓ,12,0,26,84.6083,,,811,46800,17
4,,2009,,,2019,ÀåÈïÀ¾ °Ç»ê¸®,"15,500",¼öÃ¢ÈÞ±×¸°,12,0,30,84.9629,,,635-1,46800,1
5,,1996,,,2019,ÀåÈïÀ¾ °Ç»ê¸®,"4,000",¹Ì·¡3,12,0,31,59.82,,,129,46800,1
6,,2018,,,2019,ÀåÈïÀ¾ ¿øµµ¸®,"16,000",ÀåÈïÄÚ¾Æ·çÇØÇÇÆ®¸®,12,0,22,82.95,,,329,46800,12
0,,1991,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"5,000",¹Ì·¡1,1,0,15,63.62,,,473-31,46800,1
1,,2017,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"14,000",Áß¾Ó°¶·¯¸®¾ÆÆÄÆ®,1,0,16,68.8181,,,812,46800,3
0,,2017,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,545,¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,11,59.9049,,,813,46800,12
1,,2017,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"11,445",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,14,59.9418,,,813,46800,3
2,,2001,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"9,000",¼öÃ¢¾ÆÆ®ºô,2,0,25,84.785,,,670,46800,16
3,,2017,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"15,000",Áß¾Ó°¶·¯¸®¾ÆÆÄÆ®,2,0,29,68.0236,,,812,46800,6
4,,2018,,,2020,ÀåÈïÀ¾ ¿øµµ¸®,"13,000",ÀåÈïÄÚ¾Æ·çÇØÇÇÆ®¸®,2,0,10,61.92,,,329,46800,12
5,,2018,,,2020,ÀåÈïÀ¾ ¿øµµ¸®,"12,000",ÀåÈïÄÚ¾Æ·çÇØÇÇÆ®¸®,2,0,12,61.92,,,329,46800,2
6,,2017,,,2020,ÀåÈïÀ¾ ¿øµµ¸®,"12,000",Áß¿ìÇÏ³ª¸°,2,0,17,83.997,,,278,46800,2
7,,2017,,,2020,ÀåÈïÀ¾ ¿øµµ¸®,"12,000",Áß¿ìÇÏ³ª¸°,2,0,17,83.997,,,278,46800,2
8,,2018,,,2020,ÀåÈïÀ¾ ¿øµµ¸®,"12,000",ÀåÈïÄÚ¾Æ·çÇØÇÇÆ®¸®,2,0,24,61.92,,,329,46800,5
0,,1996,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"1,982",°è¸í,3,11,17,59.67,,,767,46800,1
1,,2017,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"14,000",Áß¾Ó°¶·¯¸®¾ÆÆÄÆ®,3,0,28,68.8181,,,812,46800,3
2,,2018,,,2020,ÀåÈïÀ¾ ¿øµµ¸®,"5,000",ÀåÈïÄÚ¾Æ·çÇØÇÇÆ®¸®,3,15,2,61.92,,,329,46800,12
3,,2017,,,2020,ÀåÈïÀ¾ ¿øµµ¸®,"12,000",Áß¿ìÇÏ³ª¸°,3,0,9,83.4881,,,278,46800,2
0,,1996,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"3,000",¹Ì·¡3,4,30,8,59.82,,,129,46800,1
1,,2012,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"1,658",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,4,14,17,46.25,,,810,46800,11
2,,2012,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"1,658",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,4,0,22,46.25,,,810,46800,12
3,,2012,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"1,066",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,4,8,24,36.55,,,810,46800,8
0,,1996,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"6,000",½Åµ¿Çö°­º¯Å¸¿î,5,0,8,84.92,,,687-1,46800,8
1,,2004,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,500,°Ç»êÁÖ°ø,5,40,19,59.99,,,529-1,46800,7
0,,2004,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"1,000",°Ç»êÁÖ°ø,6,45,2,51.88,,,529-1,46800,7
1,,2012,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"1,655",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,6,0,15,46.25,,,810,46800,4
2,,1996,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"6,200",¹Ì·¡3,6,0,17,59.82,,,129,46800,11
3,,2012,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"1,655",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,6,13,19,46.9,,,810,46800,2
4,,2017,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"7,285",¹Ì¸£Ã¤¾ÆÆÄÆ®,6,35,23,59.9821,,,813,46800,15
5,,2012,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"1,655",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,6,13,24,46.25,,,810,46800,8
6,,2012,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"1,986",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,6,16,25,46.25,,,810,46800,12
7,,2012,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"1,655",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,6,13,25,46.25,,,810,46800,5
8,,2012,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"1,655",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,6,13,25,46.25,,,810,46800,7
9,,2012,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"1,064",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,6,8,25,36.55,,,810,46800,6
10,,2012,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"2,317",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,6,0,25,46.25,,,810,46800,10
11,,2012,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"1,064",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,6,8,25,36.57,,,810,46800,12
12,,2012,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"1,655",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,6,0,26,46.25,,,810,46800,8
13,,2012,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"1,064",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,6,8,29,36.57,,,810,46800,5
14,,2018,,,2020,ÀåÈïÀ¾ ¿øµµ¸®,"12,000",ÀåÈïÄÚ¾Æ·çÇØÇÇÆ®¸®,6,0,12,61.92,,,329,46800,1
0,,2012,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"1,655",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,7,13,1,46.25,,,810,46800,11
1,,2012,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"1,064",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,7,8,2,36.57,,,810,46800,2
2,,2012,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"1,655",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,7,13,2,46.25,,,810,46800,11
3,,2012,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"1,655",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,7,13,7,46.9,,,810,46800,6
4,,2012,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"1,986",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,7,16,7,46.25,,,810,46800,5
5,,2012,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"1,820",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,7,15,13,46.25,,,810,46800,10
6,,2012,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"1,170",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,7,9,14,36.57,,,810,46800,5
7,,2017,,,2020,ÀåÈïÀ¾ ¿øµµ¸®,"12,000",Áß¿ìÇÏ³ª¸°,7,0,12,83.997,,,278,46800,3
8,,2017,,,2020,ÀåÈïÀ¾ ¿øµµ¸®,"12,000",Áß¿ìÇÏ³ª¸°,7,0,12,83.997,,,278,46800,3
9,,2017,,,2020,ÀåÈïÀ¾ ¿øµµ¸®,"11,000",Áß¿ìÇÏ³ª¸°,7,0,27,83.997,,,278,46800,10
0,,1996,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"3,000",¹Ì·¡3,8,0,10,59.82,,,129,46800,1
1,,2017,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"14,000",Áß¾Ó°¶·¯¸®¾ÆÆÄÆ®,8,0,28,68.8181,,,812,46800,3
2,,2017,,,2020,ÀåÈïÀ¾ ¿øµµ¸®,"10,000",Áß¿ìÇÏ³ª¸°,8,0,5,83.4881,,,278,46800,3
3,,2017,,,2020,ÀåÈïÀ¾ ¿øµµ¸®,"12,000",Áß¿ìÇÏ³ª¸°,8,0,14,83.997,,,278,46800,5
4,,2017,,,2020,ÀåÈïÀ¾ ¿øµµ¸®,"12,000",Áß¿ìÇÏ³ª¸°,8,0,27,83.997,,,278,46800,4
0,,2012,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"1,064",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,9,8,7,36.57,,,810,46800,2
1,,2017,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"15,855",¹Ì¸£Ã¤¾ÆÆÄÆ®,9,0,10,59.9821,,,813,46800,1
2,,1991,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"5,500",ÇÑºû¸Ç¼Ç,9,0,15,68.235,,,752,46800,2
3,,2017,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"14,000",Áß¾Ó°¶·¯¸®¾ÆÆÄÆ®,9,0,17,68.8181,,,812,46800,3
4,,1996,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"1,509",°è¸í,9,8,21,49.8,,,767,46800,5
5,,2017,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"11,445",¹Ì¸£Ã¤¾ÆÆÄÆ®,9,0,23,59.9821,,,813,46800,3
6,,2004,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,200,¿ìÁÖºô,9,33,24,23.52,,,69,46800,4
7,,2004,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"8,000",°Ç»êÁÖ°ø,9,0,28,59.99,,,529-1,46800,12
8,,2018,,,2020,ÀåÈïÀ¾ ¿øµµ¸®,"15,000",ÀåÈïÄÚ¾Æ·çÇØÇÇÆ®¸®,9,0,10,82.95,,,329,46800,11
0,,2012,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"1,655",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,10,13,20,46.25,,,810,46800,9
1,,2017,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"16,695",¹Ì¸£Ã¤¾ÆÆÄÆ®,10,0,22,84.8482,,,813,46800,11
2,,2018,,,2020,ÀåÈïÀ¾ ¿øµµ¸®,"11,000",ÀåÈïÄÚ¾Æ·çÇØÇÇÆ®¸®,10,0,21,61.92,,,329,46800,9
0,,2017,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"14,000",Áß¾Ó°¶·¯¸®¾ÆÆÄÆ®,11,0,17,68.8181,,,812,46800,2
1,,2017,,,2020,ÀåÈïÀ¾ ¿øµµ¸®,"12,000",Áß¿ìÇÏ³ª¸°,11,0,10,83.997,,,278,46800,6
0,,1996,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,200,°è¸í,12,0,3,39.93,,,767,46800,5
1,,1994,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"1,000",¹Ì·¡2,12,50,9,59.23,,,685-4,46800,13
2,,2011,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"10,000",Çö³²ÆÓ¸®½º,12,0,15,104.8688,,,751-2,46800,1
3,,1991,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"1,000",ÇÑºû¸Ç¼Ç,12,45,24,73.89,,,752,46800,4
4,,2012,,,2020,ÀåÈïÀ¾ °Ç»ê¸®,"1,074",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,12,8,29,36.57,,,810,46800,8
0,,1996,,,2021,ÀåÈïÀ¾ °Ç»ê¸®,"1,000",¹Ì·¡3,1,40,5,47.79,,,129,46800,5
1,,2017,,,2021,ÀåÈïÀ¾ °Ç»ê¸®,"16,695",¹Ì¸£Ã¤¾ÆÆÄÆ®,1,0,20,84.8482,,,813,46800,4
2,,1996,,,2021,ÀåÈïÀ¾ °Ç»ê¸®,"1,539",°è¸í,1,9,20,49.8,,,767,46800,6
0,,1996,,,2021,ÀåÈïÀ¾ °Ç»ê¸®,500,°è¸í,2,35,10,49.8,,,767,46800,1
1,,1996,,,2021,ÀåÈïÀ¾ °Ç»ê¸®,"2,000",¹Ì·¡3,2,0,19,59.82,,,129,46800,2
2,,1996,,,2021,ÀåÈïÀ¾ °Ç»ê¸®,"2,000",¹Ì·¡3,2,20,19,59.82,,,129,46800,1
3,,2014,,,2021,ÀåÈïÀ¾ °Ç»ê¸®,"22,000",Á¤ÇÏ¸®¹öÇÏÀÓ,2,0,23,84.8809,,,811,46800,9
4,,2018,,,2021,ÀåÈïÀ¾ ¿øµµ¸®,"7,000",ÀåÈïÄÚ¾Æ·çÇØÇÇÆ®¸®,2,10,13,61.92,,,329,46800,12
0,,2017,,,2021,ÀåÈïÀ¾ °Ç»ê¸®,"11,025",¹Ì¸£Ã¤¾ÆÆÄÆ®,3,0,5,59.9821,,,813,46800,2
1,,2012,,,2021,ÀåÈïÀ¾ °Ç»ê¸®,"1,074",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,3,8,18,36.57,,,810,46800,12
2,,2012,,,2021,ÀåÈïÀ¾ °Ç»ê¸®,"1,671",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,3,14,19,46.9,,,810,46800,7
3,,2018,,,2021,ÀåÈïÀ¾ ¿øµµ¸®,"1,000",ÀåÈïÄÚ¾Æ·çÇØÇÇÆ®¸®,3,0,25,61.92,,,329,46800,15
0,,2017,,,2021,ÀåÈïÀ¾ °Ç»ê¸®,"11,445",¹Ì¸£Ã¤¾ÆÆÄÆ®,4,0,16,59.9821,,,813,46800,10
1,,2017,,,2021,ÀåÈïÀ¾ °Ç»ê¸®,"14,000",Áß¾Ó°¶·¯¸®¾ÆÆÄÆ®,4,0,19,68.0236,,,812,46800,3
2,,1996,,,2021,ÀåÈïÀ¾ °Ç»ê¸®,"2,021",°è¸í,4,11,21,59.67,,,767,46800,12
3,,1996,,,2021,ÀåÈïÀ¾ °Ç»ê¸®,"1,554",°è¸í,4,9,29,49.8,,,767,46800,11
4,,2004,,,2021,ÀåÈïÀ¾ °Ç»ê¸®,"6,800",°Ç»êÁÖ°ø,4,0,30,51.88,,,529-1,46800,5
0,,2004,,,2021,ÀåÈïÀ¾ °Ç»ê¸®,"6,400",°Ç»êÁÖ°ø,5,0,7,51.88,,,529-1,46800,10
1,,2004,,,2021,ÀåÈïÀ¾ °Ç»ê¸®,300,¿ìÁÖºô,5,30,11,23.52,,,69,46800,2
2,,2017,,,2021,ÀåÈïÀ¾ °Ç»ê¸®,"11,445",¹Ì¸£Ã¤¾ÆÆÄÆ®,5,0,12,59.9821,,,813,46800,10
3,,2012,,,2021,ÀåÈïÀ¾ °Ç»ê¸®,"1,671",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,5,14,13,46.25,,,810,46800,5
0,,2017,,,2021,ÀåÈïÀ¾ °Ç»ê¸®,"11,445",¹Ì¸£Ã¤¾ÆÆÄÆ®,6,0,3,59.9821,,,813,46800,12
1,,2004,,,2021,ÀåÈïÀ¾ °Ç»ê¸®,"1,000",°Ç»êÁÖ°ø,6,30,5,59.99,,,529-1,46800,1
2,,2018,,,2021,ÀåÈïÀ¾ ¿øµµ¸®,"7,000",ÀåÈïÄÚ¾Æ·çÇØÇÇÆ®¸®,6,100,16,118.64,,,329,46800,1
3,,2018,,,2021,ÀåÈïÀ¾ ¿øµµ¸®,"7,000",ÀåÈïÄÚ¾Æ·çÇØÇÇÆ®¸®,6,100,16,118.64,,,329,46800,1
0,,2017,,,2021,ÀåÈïÀ¾ °Ç»ê¸®,"11,000",Áß¾Ó°¶·¯¸®¾ÆÆÄÆ®,7,0,5,68.0236,,,812,46800,2
1,,2004,,,2021,ÀåÈïÀ¾ °Ç»ê¸®,"2,000",°Ç»êÁÖ°ø,7,36,26,59.99,,,529-1,46800,2
2,,2018,,,2021,ÀåÈïÀ¾ ¿øµµ¸®,"11,500",ÀåÈïÄÚ¾Æ·çÇØÇÇÆ®¸®,7,0,12,61.92,,,329,46800,5
3,,2018,,,2021,ÀåÈïÀ¾ ¿øµµ¸®,"7,000",ÀåÈïÄÚ¾Æ·çÇØÇÇÆ®¸®,7,10,14,61.92,,,329,46800,12
0,,2012,,,2021,ÀåÈïÀ¾ °Ç»ê¸®,"1,688",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,8,14,9,46.25,,,810,46800,10
1,,2012,,,2021,ÀåÈïÀ¾ °Ç»ê¸®,"1,085",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,8,8,9,36.55,,,810,46800,4
2,,2012,,,2021,ÀåÈïÀ¾ °Ç»ê¸®,"1,085",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,8,8,11,36.55,,,810,46800,7
3,,2004,,,2021,ÀåÈïÀ¾ °Ç»ê¸®,"9,000",°Ç»êÁÖ°ø,8,0,16,51.88,,,529-1,46800,7
4,,1996,,,2021,ÀåÈïÀ¾ °Ç»ê¸®,"2,021",°è¸í,8,11,24,59.67,,,767,46800,11
0,,1996,,,2021,ÀåÈïÀ¾ °Ç»ê¸®,"1,000",¹Ì·¡3,9,60,10,59.82,,,129,46800,1
1,,1996,,,2021,ÀåÈïÀ¾ °Ç»ê¸®,"1,000",¹Ì·¡3,9,60,10,59.82,,,129,46800,15
2,,2012,,,2021,ÀåÈïÀ¾ °Ç»ê¸®,"1,085",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,9,8,30,36.57,,,810,46800,4
0,,2018,,,2021,ÀåÈïÀ¾ ¿øµµ¸®,"15,000",ÀåÈïÄÚ¾Æ·çÇØÇÇÆ®¸®,10,0,9,61.92,,,329,46800,10
0,,2012,,,2021,ÀåÈïÀ¾ °Ç»ê¸®,"1,704",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,11,14,5,46.9,,,810,46800,7
1,,1996,,,2021,ÀåÈïÀ¾ °Ç»ê¸®,"1,000",°è¸í,11,50,6,59.67,,,767,46800,5
2,,1996,,,2021,ÀåÈïÀ¾ °Ç»ê¸®,"2,500",¹Ì·¡3,11,0,23,59.82,,,129,46800,2
3,,2017,,,2021,ÀåÈïÀ¾ °Ç»ê¸®,"14,000",Áß¾Ó°¶·¯¸®¾ÆÆÄÆ®,11,0,30,68.8181,,,812,46800,2
4,,2018,,,2021,ÀåÈïÀ¾ ¿øµµ¸®,"13,000",ÀåÈïÄÚ¾Æ·çÇØÇÇÆ®¸®,11,0,23,61.92,,,329,46800,12
0,,1996,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,500,½Åµ¿Çö°­º¯Å¸¿î,1,40,26,84.92,,,687-1,46800,4
0,,2012,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"1,096",ÀåÈï°Ç»ê2ÈÞ¸Õ½Ã¾Æ,2,9,3,36.57,,,810,46800,10
1,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"12,015",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,11,59.9821,,,813,46800,5
2,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"12,015",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,11,59.9821,,,813,46800,11
3,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"12,015",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,11,59.9821,,,813,46800,15
4,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"17,525",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,11,84.8482,,,813,46800,5
5,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"12,015",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,11,59.9821,,,813,46800,15
6,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"12,015",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,11,59.9418,,,813,46800,3
7,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"12,015",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,11,59.9821,,,813,46800,4
8,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"12,015",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,11,59.9821,,,813,46800,6
9,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"12,015",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,11,59.9821,,,813,46800,5
10,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"17,085",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,11,84.8482,,,813,46800,2
11,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"12,015",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,11,59.9821,,,813,46800,3
12,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"17,525",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,11,84.8482,,,813,46800,7
13,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"12,015",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,11,59.9821,,,813,46800,11
14,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"12,015",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,11,59.9821,,,813,46800,3
15,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"12,015",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,11,59.9821,,,813,46800,7
16,,2017,,,2022,ÀåÈïÀ¾ °Ç»ê¸®,"12,015",¹Ì¸£Ã¤¾ÆÆÄÆ®,2,0,11,59.9821,,,813,46800,4
